rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
152,leave,v,622651,627.03,0.05,0.01,205753,0.99,64099,66380,130925,65199,123231,69936,70913,31968,515.87,516.12,1022.26,516.90,1041.49,554.65,582.49,266.87
153,put,v,616952,621.29,0.07,0.01,213983,0.99,79886,71487,112208,104517,89263,68577,64629,26384,642.93,555.83,876.11,828.61,754.41,543.87,530.87,220.25
154,like,v,614691,619.01,0.07,0.01,174885,0.98,88008,69658,178493,99968,79282,44999,40281,14000,708.29,541.61,1393.67,792.54,670.05,356.88,330.87,116.87
155,help,v,606887,610.55,0.05,0.01,216544,0.99,82325,78907,113071,67143,51776,83056,75124,54888,662.56,613.52,882.85,532.31,437.59,658.70,617.08,458.20
156,big,j,600364,604.58,0.13,0.01,201345,0.98,84805,65277,95884,102454,66899,82903,88260,13882,682.52,507.54,748.66,812.25,565.40,657.48,724.98,115.89
157,where,r,597351,601.55,0.26,0.01,196147,0.99,66499,60386,170963,88941,75633,51792,49942,33195,535.19,469.52,1334.87,705.12,639.21,410.75,410.23,277.11
158,same,d,592441,596.60,0.03,0.01,215422,0.98,104184,101948,54212,66490,60827,73127,59005,72648,838.48,792.67,423.28,527.13,514.08,579.95,484.67,606.46
159,all,r,591610,595.77,0.34,0.01,164370,0.96,49617,43798,230492,120878,69594,33007,26445,17779,399.32,340.54,1799.67,958.32,588.17,261.77,217.22,148.42
160,own,d,579172,583.24,0.01,0.00,206173,0.98,86387,86534,54870,62043,80487,80573,57907,70371,695.25,672.82,428.42,491.88,680.24,639.01,475.65,587.45
161,while,c,579023,583.09,0.27,0.00,232329,0.97,92718,94079,26701,33328,63882,97143,83961,87221,746.20,731.49,208.48,264.22,539.90,770.42,689.66,728.11
162,start,v,578246,582.31,0.04,0.01,208936,0.98,87038,75260,82273,88170,78507,72642,73626,20730,700.49,585.17,642.38,699.01,663.50,576.11,604.77,173.05
163,three,m,570885,574.90,0.10,0.01,215879,0.98,47425,60147,65596,69933,67945,85010,101667,73162,381.68,467.66,512.17,554.43,574.24,674.19,835.10,610.75
164,high,j,567720,571.71,0.11,0.01,193921,0.96,70446,74909,30092,48658,41297,83031,90582,128705,566.95,582.44,234.96,385.76,349.02,658.50,744.05,1074.42
165,every,a,567233,571.22,0.13,0.01,212048,0.98,88808,85219,72068,76208,70447,78147,63740,32595,714.73,662.60,562.70,604.18,595.38,619.77,523.57,272.10
166,another,d,565094,569.10,0.15,0.01,222106,0.99,73904,75266,61626,70328,83341,74084,71438,55139,594.78,585.21,481.17,557.56,704.36,587.54,586.80,460.30
167,become,v,561963,565.24,0.01,0.00,211386,0.97,73461,83745,28605,57076,49079,94936,81960,92432,591.22,651.14,223.35,452.50,414.79,752.92,673.23,771.61
168,most,r,561354,565.30,0.03,0.00,225441,0.97,80880,86808,30796,60976,33353,100065,76992,91484,650.93,674.95,240.45,483.42,281.88,793.59,632.42,763.70
169,between,i,558517,562.44,0.03,0.00,192962,0.95,59670,74784,22897,44718,51629,74140,58106,172573,480.23,581.46,178.78,354.52,436.34,587.99,477.29,1440.62
170,happen,v,552797,556.68,0.01,0.01,174515,0.97,73811,62104,127599,130087,59620,41552,42375,15649,594.03,482.87,996.29,1031.33,503.88,329.54,348.07,130.64
171,family,n,544520,548.35,0.06,0.01,159925,0.98,59399,62321,56726,83143,46770,79250,90519,66392,478.05,484.56,442.91,659.16,395.28,628.51,743.53,554.23
172,over,r,538724,542.51,0.04,0.01,192842,0.98,62165,59311,107684,72865,105980,56367,48116,26236,500.31,461.16,840.79,577.67,895.69,447.03,395.23,219.02
173,president,n,538319,542.10,0.48,0.01,116385,0.90,53464,62965,15079,221063,9542,52171,94617,29418,430.28,489.57,117.74,1752.58,80.64,413.76,777.19,245.58
174,old,j,537424,541.20,0.08,0.01,175821,0.98,61213,62515,74270,52072,120244,68036,57027,42047,492.65,486.07,579.90,412.83,1016.24,539.58,468.43,351.00
175,yes,u,537066,540.84,0.76,0.01,115558,0.94,42583,32932,202606,164085,59628,15757,12950,6525,342.71,256.05,1581.94,1300.86,503.95,124.97,106.37,54.47
176,house,n,537037,540.81,0.38,0.02,145530,0.97,47556,55165,67494,102429,98148,64002,80438,21805,382.73,428.92,526.99,812.05,829.50,507.59,660.73,182.03
177,show,v,536889,540.66,0.04,0.01,204040,0.98,70942,77804,56621,68152,45437,70645,63297,83991,570.94,604.95,442.09,540.31,384.01,560.27,519.93,701.15
178,again,r,530706,534.43,0.07,0.01,177303,0.97,64153,63332,93990,83877,121150,42296,37932,23976,516.31,492.42,733.87,664.97,1023.90,335.44,311.58,200.15
179,student,n,530196,533.92,0.07,0.00,75480,0.85,41933,45239,10143,24593,15657,34117,63048,295466,337.48,351.74,79.20,194.97,132.33,270.57,517.88,2466.52
180,so,c,523232,526.91,0.11,0.00,193783,0.98,83357,72806,76749,94259,74427,57763,37607,26290,670.86,566.08,599.25,747.28,629.02,458.11,308.91,219.47
181,seem,v,522940,526.61,0.02,0.00,186415,0.98,88134,74388,44343,60727,94035,63277,49234,48802,709.31,578.38,346.23,481.44,794.74,501.84,404.41,407.39
182,might,v,521992,525.66,0.02,0.00,192317,0.99,73078,69230,63751,58001,79109,65885,52148,60790,588.14,538.28,497.76,459.83,668.59,522.52,428.35,507.47
183,part,n,517693,521.33,0.06,0.00,210312,0.98,76225,80183,40105,76505,41723,69626,65431,67895,613.46,623.44,313.14,606.53,352.62,552.19,537.46,566.78
184,hear,v,516483,520.11,0.03,0.01,158612,0.97,51322,49989,117963,99396,112861,35278,33670,16004,413.04,388.68,921.05,788.01,953.85,279.78,276.57,133.60
185,its,a,511922,515.52,0.00,0.00,138902,0.89,124545,154682,22677,15728,30635,67319,53572,42764,1002.34,1202.69,177.06,124.69,258.91,533.89,440.05,356.99
186,place,n,508803,512.38,0.03,0.01,191911,0.99,64396,66439,76222,60624,74024,61623,58184,47291,518.26,516.58,595.14,480.63,625.61,488.72,477.93,394.78
187,problem,n,504175,507.72,0.03,0.01,164439,0.97,75990,69786,54416,82857,23888,57765,54968,84505,611.57,542.60,424.88,656.89,201.89,458.12,451.51,705.44
188,where,c,500755,504.27,0.06,0.00,203922,0.98,61406,64793,49053,74651,72241,67173,66977,44466,494.20,503.78,383.00,591.83,610.55,532.73,550.16,371.20
189,believe,v,500511,504.03,0.03,0.01,170687,0.98,81096,72454,87210,89443,45295,43581,46156,35276,652.66,563.35,680.93,709.10,382.81,345.63,379.13,294.48
190,country,n,499369,502.88,0.04,0.00,145991,0.96,71464,76613,19068,112640,17670,58458,72832,70624,575.15,595.68,148.88,893.01,149.34,463.62,598.25,589.56
191,always,r,492943,496.41,0.04,0.01,182046,0.99,74076,64933,82804,63722,80875,55158,44261,27114,596.17,504.87,646.53,505.19,683.52,437.45,363.56,226.35
192,week,n,484834,488.24,0.04,0.01,189042,0.97,66851,57009,46687,96787,42871,57754,95335,21540,538.02,443.26,364.53,767.33,362.32,458.03,783.09,179.81
193,point,n,484094,487.50,0.04,0.00,175174,0.97,92748,79946,34125,83943,30767,51164,61487,49914,746.44,621.60,266.45,665.50,260.03,405.77,505.06,416.68
194,hand,n,481332,484.71,0.03,0.01,153873,0.94,40622,49037,59118,35953,180107,50101,33629,32765,326.93,381.27,461.59,285.03,1522.18,397.34,276.23,273.52
195,off,r,479459,482.83,0.02,0.01,179133,0.98,55294,51000,99947,52577,101430,58111,48950,12150,445.01,396.54,780.38,416.83,857.24,460.87,402.08,101.43
196,play,v,478740,481.38,0.03,0.01,162867,0.98,64862,58518,61940,56797,43443,61613,96924,33926,522.01,454.99,483.62,450.29,367.16,488.64,796.14,283.21
197,turn,v,477668,481.02,0.06,0.01,181656,0.96,45766,50579,56931,51933,133716,65150,50471,23122,368.33,393.26,444.51,411.72,1130.10,516.69,414.57,193.02
198,few,d,472804,476.13,0.03,0.00,202353,0.98,75111,66268,39158,45127,74862,75921,58274,38083,604.50,515.25,305.74,357.77,632.70,602.11,478.67,317.91
199,group,n,470971,474.28,0.08,0.00,145569,0.94,51175,60247,12302,42615,16935,63608,77528,146561,411.86,468.44,96.05,337.85,143.13,504.46,636.82,1223.48
200,such,d,468655,471.95,0.10,0.00,171483,0.96,63943,83880,31842,29573,44161,62490,49250,103516,514.62,652.19,248.62,234.45,373.23,495.59,404.54,864.14
201,against,i,467705,470.99,0.02,0.00,167240,0.97,63060,66574,25791,60857,67235,56402,78570,49216,507.51,517.63,201.37,482.47,568.24,447.31,645.38,410.85
202,run,v,465066,468.33,0.04,0.01,176101,0.98,59607,54473,68973,60518,76486,59096,69288,16625,479.72,423.54,538.54,479.79,646.42,468.68,569.14,138.78
203,guy,n,464082,467.34,0.02,0.01,106859,0.96,51748,37001,195028,74476,40398,29796,33905,1729,416.47,287.69,1522.77,590.44,341.42,236.31,278.50,14.43
204,about,r,462995,466.25,0.06,0.00,191855,0.98,53518,53237,52842,76737,44828,75589,76625,29618,430.72,413.93,412.59,608.37,378.86,599.48,629.40,247.25
205,case,n,458383,461.60,0.03,0.00,144229,0.97,56974,63580,32622,83273,22946,46187,61082,91719,458.53,494.35,254.71,660.19,193.93,366.30,501.73,765.66
206,question,n,457301,460.51,0.04,0.01,156334,0.97,61459,62878,39378,107890,33039,39852,39259,73547,494.63,488.89,307.46,855.35,279.23,316.06,322.48,613.96
207,work,n,456169,459.37,0.03,0.01,166483,0.98,64460,66679,46795,38752,42269,64168,53614,79432,518.78,518.45,365.37,307.22,357.24,508.90,440.39,663.09
208,night,n,452094,455.27,0.10,0.05,139694,0.97,36939,39042,102769,65335,106042,44808,48129,9030,297.29,303.56,802.42,517.97,896.21,355.36,395.34,75.38
209,live,v,450380,453.54,0.05,0.01,165574,0.99,65618,61688,62245,61676,59103,54321,53850,31879,528.10,479.64,486.01,488.97,499.51,430.81,442.33,266.12
210,game,n,445149,448.28,0.10,0.01,105836,0.94,90241,68876,38953,26381,19731,58288,125535,17144,726.26,535.53,304.14,209.15,166.76,462.27,1031.16,143.12
211,number,n,444412,447.53,0.05,0.01,165041,0.97,58283,68339,34105,65601,24652,56296,52938,84198,469.06,531.35,266.29,520.08,208.35,446.47,434.84,702.88
212,write,v,439865,442.96,0.04,0.00,150771,0.97,76785,77927,32663,51645,37972,56725,51037,55111,617.97,605.90,255.03,409.44,320.92,449.87,419.22,460.06
213,bring,v,439445,442.53,0.05,0.01,184504,0.99,52226,53275,71083,66796,58285,52878,51403,33499,420.32,414.23,555.01,529.56,492.60,419.36,422.23,279.65
214,without,i,438567,441.65,0.09,0.00,186759,0.98,68726,71052,42839,34425,60441,59308,48165,53611,553.11,552.45,334.48,272.92,510.82,470.36,395.63,447.54
215,money,n,437583,440.66,0.04,0.01,130418,0.98,72483,58365,70113,72414,35690,48581,63234,16703,583.35,453.80,547.44,574.10,301.63,385.28,519.41,139.44
216,lot,n,437545,440.62,0.02,0.01,160945,0.95,63168,45892,58711,140690,31043,38738,51662,7641,508.38,356.82,458.41,1115.39,262.36,307.22,424.36,63.79
217,most,d,435849,438.91,0.24,0.00,190378,0.97,74469,68208,16999,44599,32619,77557,62935,58463,599.33,530.33,132.73,353.58,275.68,615.09,516.95,488.04
218,book,n,435387,438.45,0.09,0.01,112965,0.96,71352,103462,28252,53036,40548,50238,44553,43946,574.24,804.44,220.59,420.47,342.69,398.43,365.96,366.86
219,system,n,435303,438.36,0.06,0.00,122133,0.95,62963,65831,17831,37880,13538,71168,54625,111467,506.73,511.85,139.22,300.31,114.42,564.42,448.69,930.52
220,government,n,434971,435.48,0.08,0.00,100101,0.95,71003,72688,9840,76434,7129,46663,73094,75593,571.44,565.17,76.83,605.97,60.25,370.07,600.40,631.04
221,next,m,433864,436.91,0.11,0.01,188694,0.98,56428,51484,54560,80048,50946,57139,60672,22587,454.14,400.30,426.00,634.62,430.57,453.16,498.37,188.55
222,city,n,433843,436.89,0.34,0.01,131718,0.96,48735,49720,26422,51356,34690,59668,124861,38393,392.22,386.59,206.30,407.15,293.18,473.21,1025.62,320.50
223,company,n,432469,435.51,0.08,0.00,115321,0.94,63775,56656,18198,42795,15185,95026,112506,28328,513.26,440.51,142.09,339.28,128.34,753.63,924.13,236.48
224,story,n,432184,435.22,0.06,0.01,143632,0.97,62257,69309,36413,83824,44208,49775,48640,37758,501.05,538.89,284.31,664.55,373.62,394.75,399.53,315.20
225,today,r,431562,434.59,0.21,0.03,165886,0.96,52504,46322,55533,126950,22974,47027,53704,26548,422.55,360.16,433.60,1006.46,194.16,372.96,441.13,221.62
226,job,n,430995,434.02,0.04,0.01,140926,0.98,71068,63772,58653,67615,32364,45755,67010,24758,571.96,495.84,457.96,536.05,273.52,362.87,550.43,206.68
227,move,v,430324,433.35,0.06,0.01,168107,0.99,45742,45931,70987,50695,80938,52124,54417,29490,368.13,357.12,554.26,401.91,684.05,413.38,446.99,246.18
228,must,v,427796,430.80,0.03,0.01,150761,0.98,52093,71571,71905,26047,57043,42982,35598,70557,419.25,556.48,561.43,206.50,482.10,340.88,292.41,589.00
229,bad,j,426558,429.56,0.06,0.01,156739,0.98,73154,58023,89500,57493,51923,41847,40233,14385,588.75,451.14,698.81,455.80,438.83,331.88,330.48,120.08
230,friend,n,423755,426.73,0.05,0.01,142033,0.99,55804,56653,94903,46784,59793,49593,42917,17308,449.11,440.49,741.00,370.90,505.34,393.31,352.52,144.49
231,during,i,423624,426.60,0.15,0.00,177700,0.95,49709,62211,10981,33818,24007,70028,76639,96231,400.06,483.71,85.74,268.11,202.90,555.38,629.52,803.33
232,begin,v,421878,424.84,0.05,0.03,174867,0.97,36224,48322,18158,58204,72120,69879,65335,53636,291.53,375.72,141.78,461.44,609.52,554.19,536.67,447.75
233,love,v,417532,420.47,0.08,0.02,128045,0.97,69759,58682,118515,56894,45375,36010,25772,6525,561.42,456.27,925.36,451.05,383.49,285.59,211.69,54.47
234,each,d,414659,417.57,0.14,0.00,162052,0.95,47097,63593,12856,18829,41687,76597,51131,102869,379.04,494.45,100.38,149.28,352.32,607.47,419.99,858.74
235,hold,v,413837,416.74,0.09,0.01,169960,0.98,41042,46980,61899,40689,85151,49822,50505,37749,330.31,365.28,483.30,322.58,719.65,395.13,414.85,315.13
236,different,j,413578,416.48,0.02,0.00,165900,0.97,64744,63750,29847,61938,28057,48560,36478,80204,521.06,495.67,233.04,491.04,237.12,385.12,299.63,669.54
237,american,j,410698,413.58,1.00,0.01,129481,0.95,43167,52691,11107,75464,12551,65906,67769,82043,347.41,409.69,86.72,598.28,106.07,522.69,556.66,684.89
238,little,j,404660,407.50,0.06,0.01,141562,0.97,38700,36329,110269,68479,77684,34918,26666,11615,311.46,282.47,860.98,542.90,656.55,276.93,219.04,96.96
239,before,i,402959,405.79,0.05,0.00,189407,0.97,49367,58667,25556,39565,62626,61800,68136,37242,397.31,456.15,199.54,313.67,529.28,490.12,559.68,310.89
240,ever,r,402590,405.42,0.05,0.01,160283,0.99,57075,53650,88991,54480,59276,42767,32305,14046,459.34,417.14,694.84,431.92,500.97,339.18,265.36,117.25
241,word,n,402216,405.04,0.06,0.01,142373,0.97,55605,66475,42697,47486,69300,37576,26882,56195,447.51,516.86,333.38,376.47,585.69,298.01,220.81,469.11
242,fact,n,399574,402.38,0.02,0.01,156480,0.96,74414,66965,22545,84544,28414,42453,30505,49734,598.89,520.67,176.03,670.26,240.14,336.69,250.57,415.17
243,right,n,389906,392.65,0.11,0.01,132702,0.97,59612,63885,42291,69143,23536,37647,41657,52135,479.76,496.72,330.21,548.16,198.91,298.57,342.17,435.22
244,read,v,386137,388.85,0.07,0.01,133352,0.96,86101,82295,33276,34984,46429,34611,26043,42398,692.95,639.86,259.82,277.35,392.40,274.49,213.92,353.93
245,anything,p,384508,387.21,0.06,0.01,142012,0.98,52805,43564,108950,56188,60921,27578,25318,9204,424.98,338.72,850.68,445.46,514.87,218.71,207.96,76.83
246,nothing,p,383744,386.44,0.18,0.01,141267,0.98,51582,48707,96996,38686,77067,30248,26170,14288,415.13,378.71,757.34,306.70,651.33,239.89,214.96,119.27
247,sure,j,383701,386.40,0.10,0.01,147937,0.98,57449,45658,102893,58761,57812,29920,22825,8383,462.35,355.00,803.38,465.86,488.60,237.29,187.49,69.98
248,small,j,382563,384.67,0.03,0.00,158927,0.97,47324,47652,17473,28786,66953,73515,49823,50461,380.87,370.51,136.43,228.21,565.85,583.03,409.25,421.24
249,month,n,381833,384.52,0.02,0.01,167134,0.97,48895,48033,32902,55468,34879,59329,77509,24818,393.51,373.47,256.90,439.75,294.78,470.52,636.67,207.18
250,program,n,375708,378.35,0.07,0.00,104987,0.94,38066,48506,8015,43785,5962,50037,66340,114997,306.36,377.15,62.58,347.13,50.39,396.83,544.92,959.98
251,maybe,r,374325,376.96,0.45,0.01,118055,0.97,48716,33168,122573,54263,73569,20337,18271,3428,392.07,257.89,957.04,430.20,621.77,161.29,150.08,28.62
252,right,j,373934,376.56,0.02,0.01,142100,0.98,44414,38574,98425,74244,45213,33124,26921,13018,357.45,299.92,768.50,588.60,382.12,262.70,221.13,108.67
253,under,i,373903,376.53,0.09,0.00,159087,0.98,41197,59679,28613,38188,55033,46155,49942,55096,331.56,464.02,223.41,302.75,465.11,366.04,410.23,459.94
254,business,n,373744,376.37,0.08,0.01,127474,0.97,62989,50490,34657,44710,24036,53969,72932,29961,506.94,392.57,270.60,354.46,203.14,428.02,599.07,250.11
255,home,n,370758,373.36,0.07,0.01,148346,0.97,44456,44129,30514,44507,32675,60304,83782,30391,357.78,343.11,238.25,352.85,276.15,478.26,688.19,253.70
256,kind,n,367584,370.17,0.02,0.01,149285,0.97,44526,40834,54824,91020,43681,37076,29355,26268,358.35,317.49,428.06,721.60,369.17,294.04,241.12,219.28
257,stop,v,366567,369.14,0.14,0.01,136499,0.98,41298,38902,102386,38725,74090,31089,30069,10008,332.37,302.47,799.43,307.01,626.17,246.56,246.99,83.55
258,pay,v,365255,367.82,0.03,0.01,134007,0.97,66035,60111,42230,48228,28360,42534,58201,19556,531.45,467.38,329.73,382.35,239.68,337.33,478.07,163.25
259,study,n,364915,367.48,0.11,0.00,80673,0.87,26250,38802,4369,14636,7303,50083,24241,199231,211.26,301.70,34.11,116.03,61.72,397.20,199.12,1663.16
260,since,c,363805,366.36,0.20,0.00,172632,0.98,61488,58836,33636,32117,42991,47370,45755,41613,494.86,457.46,262.63,254.62,363.34,375.68,375.84,347.38
261,issue,n,362137,364.68,0.02,0.00,128054,0.95,64423,54572,8098,75766,5536,39291,47054,67397,518.48,424.31,63.23,600.67,46.79,311.61,386.51,562.62
262,name,n,361916,364.46,0.04,0.01,134290,0.99,40374,53070,78325,37249,59831,34907,36196,21964,324.93,412.63,611.56,295.31,505.66,276.84,297.32,183.35
263,idea,n,358006,360.52,0.02,0.01,144885,0.99,63186,54835,53572,43845,31687,40419,28810,41652,508.52,426.36,418.29,347.60,267.80,320.55,236.65,347.71
264,room,n,357682,360.20,0.07,0.02,117119,0.95,24149,31092,52773,28705,118002,45965,43185,13811,194.35,241.75,412.05,227.57,997.29,364.54,354.73,115.29
265,percent,n,357515,360.03,0.01,0.00,93529,0.94,28373,39119,4153,58687,4038,62034,98050,63061,228.35,304.16,32.43,465.27,34.13,491.98,805.39,526.43
266,far,r,357192,359.70,0.06,0.01,167879,0.98,54879,52402,26374,38119,42588,51341,43119,48370,441.67,407.44,205.93,302.21,359.93,407.17,354.18,403.79
267,away,r,355515,358.01,0.02,0.01,144469,0.97,37203,38626,65568,41817,94339,37067,30252,10643,299.41,300.33,511.95,331.52,797.31,293.97,248.49,88.85
268,law,n,354958,357.45,0.12,0.01,93254,0.95,53269,69721,15229,48872,10964,32131,56854,67918,428.71,542.10,118.91,387.46,92.66,254.82,467.00,566.97
269,actually,r,353857,356.34,0.11,0.01,138561,0.96,69868,53417,56724,89643,23007,28439,16602,16157,562.30,415.33,442.90,710.69,194.44,225.54,136.37,134.88
270,large,j,353703,356.19,0.03,0.00,147516,0.96,42562,47636,8253,25913,32534,74035,53374,69396,342.54,370.38,64.44,205.44,274.96,587.15,438.42,579.31
271,though,c,352608,355.09,0.14,0.00,158232,0.97,53146,51698,14127,37211,71820,52023,41276,31319,427.72,401.96,110.30,295.01,606.99,412.58,339.04,261.45
272,provide,v,351941,354.41,0.01,0.00,132829,0.93,46940,63676,4879,18255,7292,51072,41616,118211,377.78,495.10,38.10,144.73,61.63,405.04,341.84,986.81
273,lose,v,351650,354.12,0.04,0.01,149632,0.99,48747,44017,59664,46364,40948,41389,52171,18350,392.32,342.24,465.85,367.57,346.07,328.25,428.54,153.18
274,power,n,351483,353.95,0.09,0.02,113879,0.97,52766,58743,34355,31374,18859,50202,38677,66507,424.66,456.74,268.24,248.73,159.39,398.14,317.70,555.19
275,kid,n,351451,353.92,0.07,0.01,98043,0.98,44979,34134,81897,59031,39709,45910,40684,5107,361.99,265.40,639.45,468.00,335.60,364.10,334.18,42.63
276,war,n,350575,353.04,0.32,0.01,88897,0.96,42526,49003,21923,64946,21558,50734,49377,50507,342.25,381.01,171.17,514.89,182.20,402.36,405.59,421.63
277,understand,v,349141,351.59,0.03,0.00,136025,0.99,53070,48704,61923,48090,41531,29364,21360,45099,427.11,378.69,483.49,381.26,351.00,232.88,175.45,376.48
278,head,n,348664,351.11,0.05,0.01,127733,0.94,27690,35093,48235,26498,127113,38860,28642,16533,222.85,272.86,376.62,210.08,1074.30,308.19,235.27,138.02
279,mother,n,348470,350.92,0.12,0.01,91535,0.95,21040,25528,54996,37535,113509,39492,33906,22464,169.33,198.49,429.41,297.58,959.32,313.20,278.51,187.53
280,real,j,348239,350.69,0.07,0.01,145003,0.99,56995,48536,58867,51084,34436,38958,35684,23679,458.70,377.38,459.63,404.99,291.04,308.97,293.11,197.67
281,best,j,348202,350.65,0.08,0.02,163228,0.98,57725,52366,46910,37476,27956,56993,47467,21309,464.57,407.16,366.27,297.11,236.27,452.00,389.90,177.89
282,team,n,348063,350.51,0.06,0.01,98890,0.94,58675,44486,26678,25007,11290,49136,105899,26892,472.22,345.89,208.30,198.25,95.42,389.69,869.86,224.49
283,eye,n,347153,349.59,0.04,0.01,110408,0.91,22941,31907,41654,18819,163592,35100,19387,13753,184.63,248.08,325.23,149.20,1382.60,278.37,159.25,114.81
284,long,r,345462,347.89,0.05,0.01,162993,0.99,42552,42814,48239,33480,62196,48271,39511,28399,342.46,332.89,376.65,265.43,525.65,382.83,324.55,237.07
